close,high,low,open,timestamp,volume
29152.17,29155.21,29122,29145.61,1609527420,8.87971012
29153.74,29153.74,29126.18,29133.71,1609527480,3.89198480
29130.21,29148.86,29130.17,29140.5,1609527540,3.73113379
29092.4,29147.95,29057.41,29131.88,1609527600,9.88849971
29065.19,29105.36,29056.36,29092.6,1609527660,7.87068168
29102.84,29112.73,29072.06,29072.06,1609527720,11.95313110
29048.75,29085.71,29027,29085.71,1609527780,12.23243726
29022,29064.59,29022,29062.44,1609527840,3.73339036
29077.23,29077.23,29034.61,29038.81,1609527900,11.24629669
29068.66,29100,29068.66,29082.91,1609527960,4.18218899
29089.8,29117.89,29086.9,29086.9,1609528020,7.28600141
29068.25,29099.95,29068.25,29095.32,1609528080,4.15654059
29088.17,29113.22,29073.73,29086,1609528140,4.37444042
29118.08,29127.01,29076.08,29101.6,1609528200,9.28648968
29108.14,29120.36,29090.5,29118.08,1609528260,4.84842703
29032.19,29103.49,29032.19,29103.49,1609528320,8.08215953
29093.58,29093.58,29027.57,29034.34,1609528380,7.81482493
29094.36,29116.87,29086.33,29101.93,1609528440,3.92553486
29106.19,29106.19,29052.53,29094.19,1609528500,8.05287681
29068.4,29092.96,29068.4,29081.69,1609528560,3.24687917
29123,29123,29081.49,29081.49,1609528620,11.05163280
29150,29150,29126.79,29136.86,1609528680,9.36219879
29154.88,29191.74,29140.95,29150,1609528740,20.02872496
29134.85,29180.82,29131.16,29180.82,1609528800,28.32455039
29185.8,29191.73,29153.44,29153.44,1609528860,2.88111269
29159.72,29188.27,29159.72,29188.27,1609528920,6.42011935
29176.8,29182.8,29150,29173.3,1609528980,5.51515305
29135.87,29184.93,29135.87,29182.8,1609529040,19.26526064
29144.86,29164.66,29121.34,29156.75,1609529100,5.31619395
29157.84,29177.43,29132.25,29144.23,1609529160,9.59792924
29148.8,29164.37,29135.65,29164.08,1609529220,3.90998733
29143.17,29144.78,29117.77,29144.78,1609529280,4.85927718
29129.01,29155.52,29129.01,29142.86,1609529340,4.68445240
29109.08,29133.37,29109.08,29129.02,1609529400,3.89593480
29146.02,29146.02,29104.24,29111.71,1609529460,4.83930839
29129.41,29149.42,29110.42,29132.4,1609529520,7.20560311
29162.08,29162.08,29120.01,29120.01,1609529580,3.51379289
29152.28,29180.81,29152.28,29161.65,1609529640,11.32423620
29150.33,29170.19,29129.54,29167.93,1609529700,23.76084112
29117.28,29145.75,29115.8,29144.8,1609529760,4.41487202
29135.86,29145.31,29117.28,29117.28,1609529820,2.41897666
29150.68,29161.24,29127.06,29127.06,1609529880,8.95903551
29160.49,29160.49,29117.21,29150.68,1609529940,2.99973851
29170.52,29191.74,29155.9,29166.1,1609530000,2.56185734
29169.24,29191.74,29163.22,29189.34,1609530060,6.41815027
29157.6,29180.14,29151.76,29167.76,1609530120,6.11171053
29184.5,29184.5,29157.61,29162.01,1609530180,1.58915249
29174.61,29191.74,29161.92,29189.34,1609530240,4.86970817
29167.48,29191.74,29158.93,29188.72,1609530300,2.54832738
29172.28,29213.05,29163.54,29186.18,1609530360,14.83168575
29160.76,29192.03,29154.94,29171.91,1609530420,2.50226499
29184.11,29188.28,29160.77,29186.33,1609530480,2.84212990
29168.11,29188.28,29155.83,29184.11,1609530540,12.24393349
29145.03,29180.05,29131.87,29180.05,1609530600,9.72414590
29174.97,29174.97,29142.99,29145.02,1609530660,3.99600853
29154.2,29180.66,29141.02,29174.97,1609530720,14.82472243
29153.24,29168.97,29144.06,29154.2,1609530780,6.71811290
29152.52,29166.03,29148.63,29161.61,1609530840,6.78797537
29145.68,29156.91,29128.88,29152.52,1609530900,2.63784806
29143.3,29166.04,29126.54,29165.21,1609530960,8.78516746
29133.36,29157.47,29129.73,29146.98,1609531020,5.03493949
29132.15,29133.36,29091.98,29133.36,1609531080,7.71216010
29131.54,29131.92,29100.23,29131.92,1609531140,3.48978131
28976.74,29108.67,28947.7,29108.67,1609531200,24.81299423
29067.01,29067.01,28971.94,28982.92,1609531260,2.30362761
29099.79,29100,29037.57,29037.57,1609531320,5.87207263
29121.79,29121.79,29081.03,29081.03,1609531380,4.97019848
29184.76,29191.74,29098.82,29121.79,1609531440,16.13819530
29219.96,29226.77,29165.28,29165.56,1609531500,6.71957151
29200.03,29226.77,29200,29206.79,1609531560,15.05489656
29207.49,29225.31,29200,29200.4,1609531620,4.70948303
29195.47,29223.75,29158.51,29202.94,1609531680,22.31410237
29210.79,29226.28,29183.29,29218.07,1609531740,3.26688816
29198.86,29225.81,29185.65,29210.79,1609531800,6.94373556
29249.15,29261.84,29204.15,29214.42,1609531860,21.52689574
29226.27,29255.05,29207.98,29239.65,1609531920,10.36203686
29234.69,29250.49,29218.1,29245,1609531980,4.34709888
29261.84,29261.84,29223.12,29234.69,1609532040,2.68048330
29246.91,29261.84,29231.34,29260.38,1609532100,4.90816040
29260.38,29260.38,29241.31,29246.91,1609532160,2.72675566
29259.27,29261.84,29230.76,29245.5,1609532220,6.70103449
29293.88,29327.53,29248.19,29259.27,1609532280,18.76047770
29287.17,29309.88,29269.55,29282.6,1609532340,7.87689152
29276.8,29290.91,29261.9,29284.03,1609532400,8.86575756
29283.05,29292.96,29266.13,29276.8,1609532460,7.05432438
29288.62,29291.75,29267.89,29277.96,1609532520,3.34369965
29301.46,29301.46,29267.56,29288.62,1609532580,7.27102563
29313.45,29323.46,29281.88,29281.88,1609532640,1.41180420
29306.36,29332.11,29300.99,29311.98,1609532700,8.40872946
29300.82,29323.13,29282.2,29315.87,1609532760,6.08675530
29285.71,29308.67,29282.89,29300.82,1609532820,9.71978025
29293.53,29305.47,29275.99,29285.71,1609532880,5.09137338
29300.99,29318.2,29291.48,29293.53,1609532940,10.91735259
29300.19,29316.51,29288.57,29288.57,1609533000,9.81371081
29294.1,29312.48,29290.68,29300.19,1609533060,7.28559776
29284.98,29303.25,29283.59,29303.25,1609533120,10.31333395
29283.91,29308.49,29226.1,29284.98,1609533180,26.17251777
29276.88,29291.16,29262.41,29279.26,1609533240,7.35228645
29273.37,29282.56,29266.84,29278.5,1609533300,6.59946193
29253.92,29277.84,29240.01,29276.65,1609533360,12.73548748
29252.12,29285.79,29250.94,29271.76,1609533420,4.56492736
29259.61,29267.19,29250.96,29250.97,1609533480,8.23902839
29288.08,29289.87,29255.69,29255.69,1609533540,7.05717249
29272.49,29291.97,29263.48,29291.89,1609533600,6.56779009
29261.62,29279.42,29254.08,29272.45,1609533660,10.36181883
29281.84,29282.12,29254.7,29269.42,1609533720,2.94381415
29306.79,29306.79,29280.59,29280.59,1609533780,7.12890844
29269.88,29308.75,29260.28,29302.6,1609533840,13.82891079
29267.99,29279.87,29251.63,29269.88,1609533900,4.04711283
29299,29299,29268.04,29268.04,1609533960,1.20083354
29301.93,29311.17,29286.64,29286.66,1609534020,3.20240812
29301.44,29317.58,29296.78,29309.54,1609534080,3.24367228
29304.52,29319.5,29300.23,29300.23,1609534140,2.25969308
29313.06,29328.73,29304.63,29319.48,1609534200,2.27324910
29330.73,29349,29317.46,29328.73,1609534260,14.29309232
29348,29348,29330.98,29331.03,1609534320,1.33454588
29350.86,29367.31,29326.65,29337.11,1609534380,14.39225872
29338.98,29351.74,29318.29,29346.78,1609534440,4.18090113
29337.44,29348.88,29320.55,29338.98,1609534500,5.99884316
29316.11,29330.93,29287.03,29329.23,1609534560,13.28311752
29327.07,29347.34,29308.68,29314.34,1609534620,8.23477933
29310.98,29327.73,29303.87,29316.71,1609534680,3.46014373
29294.9,29326.05,29294.9,29317.37,1609534740,7.83761555
29305.81,29314.36,29283.54,29294.9,1609534800,10.31934285
29289.5,29308.23,29278.12,29290.4,1609534860,2.98314018
29295.26,29298.47,29281.45,29295.26,1609534920,1.08317436
29281.68,29312.58,29281.68,29295.26,1609534980,9.44938701
29298.42,29315.52,29279.2,29295.06,1609535040,9.93072349
29304.94,29305.96,29279.21,29279.21,1609535100,2.87739670
29319.31,29323.47,29284.85,29304.94,1609535160,3.07410766
29302.34,29316.17,29286.49,29304.59,1609535220,2.75566135
29320.37,29328.17,29313,29313.88,1609535280,6.84979761
29321.78,29321.78,29303.92,29320.37,1609535340,1.83028052
29315.66,29321.78,29292.83,29321.78,1609535400,4.39332304
29302.12,29316.44,29300.92,29300.92,1609535460,3.11637942
29289.33,29311.11,29289.33,29311.11,1609535520,8.50429001
29262.74,29293.34,29262.74,29289.33,1609535580,5.31337262
29281.41,29295.36,29264.47,29276.91,1609535640,3.74802550
29269.15,29296.42,29269.15,29282.57,1609535700,2.35777442
29287.06,29287.06,29252.25,29269.15,1609535760,5.91711429
29279.25,29290.53,29276.11,29289.44,1609535820,3.18150921
29294.31,29294.31,29252.31,29279.68,1609535880,5.92834618
29300.31,29300.31,29280.97,29294.31,1609535940,1.35045356
29305.93,29305.93,29289.74,29289.74,1609536000,2.46986927
29282.1,29305.94,29282.1,29305.93,1609536060,3.17515693
29295.81,29304.94,29280.64,29280.64,1609536120,2.24618456
29314.11,29332.11,29290.91,29295.81,1609536180,12.75996715
29326.55,29337.58,29304.57,29304.57,1609536240,5.99709927
29319.04,29326.55,29312.02,29326.55,1609536300,4.61242030
29303.67,29320.64,29303.67,29312.03,1609536360,12.34650178
29316.82,29323.04,29303.67,29303.67,1609536420,3.02124674
29310.15,29318.5,29305.4,29305.4,1609536480,1.32540161
29321.96,29328.42,29310.15,29310.15,1609536540,3.02373027
29331.72,29332.41,29313.98,29317.47,1609536600,2.50773883
29344.07,29349,29321.82,29331.72,1609536660,3.40022658
29353.31,29353.31,29333.32,29338.93,1609536720,1.60054718
29331.4,29352.33,29324.89,29343.05,1609536780,1.51962957
29348.31,29349,29327.64,29335.41,1609536840,1.39580368
29341.7,29349,29336.15,29348.4,1609536900,1.89535221
29351.53,29355.21,29333.36,29333.36,1609536960,0.71570454
29368.92,29384.03,29344.52,29344.52,1609537020,5.89558306
29381.34,29385.21,29359.81,29369.06,1609537080,1.80763968
29331.18,29367.94,29331.18,29361.29,1609537140,2.55886480
29317.5,29354.59,29317.5,29354.59,1609537200,3.26612462
29345.66,29345.66,29316.23,29316.23,1609537260,1.75359918
29339.94,29362.76,29324.23,29324.23,1609537320,1.93373259
29306.19,29336.63,29304.03,29336.63,1609537380,2.37074070
29319.61,29327.46,29295.16,29295.16,1609537440,1.61415358
29262.68,29313.36,29262.68,29304.49,1609537500,5.10297465
29275.84,29283.5,29255.86,29255.86,1609537560,3.17554950
29249.47,29271.34,29238.89,29260.31,1609537620,5.57879313
29258.01,29266.84,29228.97,29249.47,1609537680,0.65546473
29251.85,29270,29242.39,29260,1609537740,2.34818216
29285.61,29285.61,29251.09,29257.09,1609537800,4.96222865
29286.07,29295.4,29275.02,29276.73,1609537860,8.21747489
29268.11,29287.5,29253.12,29283.72,1609537920,8.85231489
29282.95,29282.95,29268.11,29268.11,1609537980,2.74535959
29282.6,29291.13,29262.95,29288.16,1609538040,5.52848989
29269.56,29283.14,29260,29270.63,1609538100,8.38579000
29288.23,29288.49,29260.25,29260.25,1609538160,7.03405114
29290.8,29299.6,29273.32,29288.23,1609538220,4.49060730
29269.56,29282.93,29263.67,29279.4,1609538280,5.92818625
29247.92,29264.83,29246.06,29260.08,1609538340,13.69149720
29218.29,29255.88,29197.08,29255.87,1609538400,6.90129443
29221.88,29231.62,29202.34,29202.34,1609538460,0.15909372
29241.13,29241.13,29213.55,29221.88,1609538520,1.63616537
29254.12,29254.12,29241.13,29241.13,1609538580,1.71021997
29276.9,29280.21,29241.73,29241.73,1609538640,3.29431590
29265.14,29277.26,29258.42,29276.9,1609538700,1.28623608
29272.01,29272.01,29249.63,29265.14,1609538760,2.89142895
29275.64,29284.5,29266.06,29281.55,1609538820,1.33996683
29266.06,29277.45,29255.35,29266.06,1609538880,3.81712271
29266.06,29277.61,29266.06,29266.06,1609538940,0.76408182
29292.65,29292.65,29266.06,29266.06,1609539000,1.45355801
29288.02,29303.96,29276.64,29292.65,1609539060,0.68121409
29300.98,29306.15,29288.49,29303.96,1609539120,0.93619540
29291.07,29304.35,29290.96,29300.78,1609539180,2.45132969
29320.7,29322.27,29300.61,29300.61,1609539240,1.77119143
29331.63,29331.63,29307.76,29320.7,1609539300,0.79695989
29333.11,29333.11,29314.74,29314.74,1609539360,0.59082699
29346.41,29347.29,29335.44,29335.44,1609539420,2.29314940
29336.89,29349,29335.46,29347.29,1609539480,3.46914871
29341.16,29356.12,29341.05,29349,1609539540,2.91841766
29322.8,29346.06,29315.21,29346.06,1609539600,3.32312043
29349,29349,29315.21,29322.8,1609539660,1.71582118
29363.37,29363.37,29339.48,29349,1609539720,0.78518196
29356.35,29372.87,29347.51,29347.51,1609539780,1.15507844
29360.88,29369.78,29356.35,29364.5,1609539840,4.60807407
29369.7,29378.91,29356.57,29356.57,1609539900,1.64473886
29367.76,29388.76,29367.76,29388.76,1609539960,6.11609153
29354.97,29372.82,29354.97,29357.37,1609540020,0.67426939
29372.54,29372.54,29364.29,29364.29,1609540080,0.45862369
29343.16,29386.3,29343.16,29372.54,1609540140,5.35283352
29361.42,29361.42,29335.28,29343.27,1609540200,0.94595540
29368.49,29385.29,29354.3,29361.42,1609540260,0.36502352
29385.07,29391.66,29371.69,29383.22,1609540320,0.82802551
29376.62,29390.15,29376.57,29376.58,1609540380,1.82458698
29376.73,29394.29,29376.62,29376.62,1609540440,2.27666003
29392.43,29394.28,29376.74,29392.43,1609540500,0.70535445
29387.49,29394.29,29376.75,29392.43,1609540560,0.83036271
29337.48,29383.8,29337.48,29383.8,1609540620,6.61725431
29334.93,29358.06,29319.12,29337.47,1609540680,4.52419625
29377.3,29377.3,29322.18,29334.86,1609540740,1.30056555
29402.55,29402.55,29361.12,29377.3,1609540800,2.16141812
29388.44,29402.55,29368.27,29402.55,1609540860,12.45812823
29395.51,29395.51,29370.52,29394.84,1609540920,0.41911268
29398.92,29402.55,29379.34,29379.34,1609540980,0.70993042
29391.72,29406,29386.27,29398.92,1609541040,16.09541667
29376.5,29395.74,29376.48,29391.72,1609541100,2.91460838
29371.4,29384.12,29369.91,29384.12,1609541160,1.71113635
29361.37,29377.21,29361.37,29371.84,1609541220,7.20787922
29350.94,29361.37,29340.21,29361.37,1609541280,3.57302131
29345.76,29365.03,29330.63,29340.67,1609541340,2.47156715
29349.27,29365.02,29348.23,29363.48,1609541400,2.98614356
29354.32,29362.72,29343.67,29351.9,1609541460,1.15991004
29372.23,29372.74,29354.33,29360.39,1609541520,1.47038631
29359.86,29377.55,29358.27,29372.23,1609541580,1.08906499
29394.66,29394.66,29374.2,29376.07,1609541640,1.72703828
29350.01,29385.75,29338.56,29376.83,1609541700,5.70506611
29343.22,29358.13,29324.01,29356.97,1609541760,4.86563319
29340.65,29357.73,29335.5,29335.5,1609541820,0.63197595
29349.38,29358.1,29340.65,29357.43,1609541880,0.78137743
29355.57,29363.64,29340.67,29349.38,1609541940,5.79378844
29339.61,29356.87,29326.11,29352.5,1609542000,7.27210505
29345.81,29354.37,29332.22,29339.61,1609542060,1.50688650
29379.56,29379.56,29336.62,29336.62,1609542120,1.06895600
29371.18,29379.56,29361.83,29379.56,1609542180,3.72261679
29380.19,29380.19,29361.85,29361.85,1609542240,2.19609324
29364.55,29380.19,29364.55,29380.19,1609542300,3.04308790
29376.61,29378.83,29354.83,29354.83,1609542360,1.44660163
29384.09,29384.09,29364.71,29376.61,1609542420,4.54946887
29359.97,29387.3,29348.72,29370.28,1609542480,2.42357380
29369.55,29370.73,29348.64,29359.97,1609542540,2.86326124
29375.18,29375.18,29352.81,29361.18,1609542600,3.78608547
29370.5,29370.5,29356.22,29365.79,1609542660,4.46650499
29368.96,29370.35,29357.72,29359.94,1609542720,0.76150754
29358.55,29362.36,29344.65,29362.36,1609542780,1.30919093
29338.6,29355.39,29321.4,29349.45,1609542840,3.68056025
29324.05,29347.75,29321.41,29338.6,1609542900,3.91946556
29318.89,29325.59,29311.32,29324.05,1609542960,2.42113478
29347.92,29356,29318.72,29318.72,1609543020,1.64599402
29367.28,29376.63,29338.66,29338.66,1609543080,5.52902269
29385.33,29385.33,29357.73,29357.73,1609543140,0.42622426
29388.09,29398.36,29364.73,29364.73,1609543200,0.44748119
29374.78,29404.89,29374.78,29387.18,1609543260,5.41044614
29368.4,29392.07,29339.19,29375.35,1609543320,4.78506328
29357.58,29387.62,29357.58,29368.4,1609543380,4.66496835
29371.45,29372.92,29351.33,29367.23,1609543440,2.62217212
29369.79,29371.45,29360.25,29371.45,1609543500,0.23777418
29373.64,29374.37,29360.59,29369.79,1609543560,2.54351560
29366.21,29383.89,29353.81,29361.24,1609543620,7.99211042
29372.59,29380.58,29353.82,29353.82,1609543680,4.94997695
29380.58,29380.58,29356.32,29356.33,1609543740,2.85462895
29378.82,29380.58,29357.65,29371.65,1609543800,0.76708291
29384.51,29398.42,29367.83,29368.38,1609543860,3.49169720
29405.35,29414.81,29384.51,29384.51,1609543920,3.59514075
29409.32,29416.64,29405.34,29405.34,1609543980,2.31719019
29411.49,29423,29399.66,29409.32,1609544040,1.97685005
29403.08,29423.97,29401.28,29421.07,1609544100,5.52088307
29424.22,29426.65,29407.84,29408.23,1609544160,1.20492473
29409.63,29434.27,29409.63,29424.22,1609544220,3.63868426
29416.2,29423.45,29398.09,29409.64,1609544280,1.89122826
29420.88,29420.88,29395.92,29402.96,1609544340,3.91051278
29405.81,29416.45,29403.24,29408.88,1609544400,6.49062614
29420.88,29420.88,29407.29,29408.77,1609544460,6.52561594
29394.84,29403.72,29370.44,29403.34,1609544520,4.87270682
29373.1,29396.33,29358.44,29376.52,1609544580,3.68502098
29360.92,29385.45,29353.14,29353.14,1609544640,2.83217809
29357.17,29375.08,29357.17,29369.2,1609544700,0.80041992
29361.58,29378.11,29361.38,29361.38,1609544760,1.72456327
29347.53,29361.58,29341.17,29361.58,1609544820,4.78410550
29356.86,29360.69,29347.97,29347.97,1609544880,2.01642876
29365.8,29379.58,29349.42,29349.42,1609544940,2.62208007
29380.64,29385.14,29351.28,29362.18,1609545000,9.35711696
29386.84,29387.49,29364.72,29387.49,1609545060,1.74171791
29378.74,29383.42,29372.26,29383.42,1609545120,5.73361456
29377.49,29378.08,29369.02,29372.78,1609545180,2.39875647
29376.04,29388.28,29376.04,29377.49,1609545240,4.32994798
29390.92,29398.72,29383.38,29383.38,1609545300,4.79467115
29402.92,29402.92,29384.51,29384.51,1609545360,1.05232209
29399.58,29408.73,29394.34,29402.92,1609545420,1.60188866
29408.73,29408.73,29394.12,29403,1609545480,5.77991822
29402.64,29417.64,29396.92,29397.02,1609545540,0.97121388
