close,high,low,open,timestamp,volume,date
29155,29155,29116.1,29120,1609463100,18.02039878,1970-01-01 00:00:01.609463100
29148.32,29150,29131.12,29150,1609463160,6.98289220,1970-01-01 00:00:01.609463160
29132.57,29148.32,29119.21,29135.86,1609463220,9.21883616,1970-01-01 00:00:01.609463220
29190.29,29191.74,29139.75,29139.75,1609463280,11.24366762,1970-01-01 00:00:01.609463280
29174.65,29190.29,29150.66,29190.29,1609463340,2.53800878,1970-01-01 00:00:01.609463340
29201.56,29209,29174.64,29174.64,1609463400,12.39395512,1970-01-01 00:00:01.609463400
29253.96,29253.96,29206.89,29208.35,1609463460,24.88186470,1970-01-01 00:00:01.609463460
29295.91,29296.95,29241.53,29241.74,1609463520,14.47521501,1970-01-01 00:00:01.609463520
29292.62,29311.34,29276.13,29296.95,1609463580,11.87858101,1970-01-01 00:00:01.609463580
29413.41,29437.83,29308.28,29308.28,1609463640,62.13405394,1970-01-01 00:00:01.609463640
29437.83,29437.83,29370.72,29437.48,1609463700,13.95531716,1970-01-01 00:00:01.609463700
29402.51,29418.02,29356.2,29416.55,1609463760,20.79674635,1970-01-01 00:00:01.609463760
29384.51,29403.71,29352.11,29377.72,1609463820,10.40647435,1970-01-01 00:00:01.609463820
29380,29380,29345.63,29365.46,1609463880,2.08763090,1970-01-01 00:00:01.609463880
29329.79,29380,29310.21,29380,1609463940,16.42654421,1970-01-01 00:00:01.609463940
29395.99,29395.99,29300.84,29320.24,1609464000,9.83933536,1970-01-01 00:00:01.609464000
29370.04,29383.4,29339.01,29381.4,1609464060,8.39992818,1970-01-01 00:00:01.609464060
29352.86,29370.04,29286.97,29370.04,1609464120,9.91783369,1970-01-01 00:00:01.609464120
29367.32,29367.32,29326.69,29343.4,1609464180,6.27682176,1970-01-01 00:00:01.609464180
29383.62,29399.58,29358,29361.44,1609464240,2.21849193,1970-01-01 00:00:01.609464240
29381.66,29392.11,29338.77,29383.62,1609464300,16.14471841,1970-01-01 00:00:01.609464300
29344.2,29374.38,29344.2,29374.38,1609464360,8.70548089,1970-01-01 00:00:01.609464360
29367.05,29373.77,29321.2,29357.56,1609464420,16.16930223,1970-01-01 00:00:01.609464420
29402.62,29415,29373.37,29373.85,1609464480,8.92537861,1970-01-01 00:00:01.609464480
29445.8,29470,29403.15,29403.15,1609464540,14.10828987,1970-01-01 00:00:01.609464540
29495,29495,29445.8,29445.8,1609464600,11.86691995,1970-01-01 00:00:01.609464600
29401.45,29499.99,29401.45,29495,1609464660,10.41127962,1970-01-01 00:00:01.609464660
29435.8,29446.58,29415.66,29428.88,1609464720,5.51576020,1970-01-01 00:00:01.609464720
29414.81,29458,29366.86,29455.2,1609464780,11.68950179,1970-01-01 00:00:01.609464780
29435.79,29435.79,29399.31,29400,1609464840,6.32340926,1970-01-01 00:00:01.609464840
29404.51,29427.41,29393.53,29419.38,1609464900,7.87201495,1970-01-01 00:00:01.609464900
29462.27,29487.3,29425.41,29425.41,1609464960,10.29977089,1970-01-01 00:00:01.609464960
29489.36,29489.36,29458.23,29462.27,1609465020,9.16257332,1970-01-01 00:00:01.609465020
29524.97,29543.93,29489.69,29489.69,1609465080,52.11674268,1970-01-01 00:00:01.609465080
29455.78,29543.93,29388.27,29526.32,1609465140,19.79299641,1970-01-01 00:00:01.609465140
29451.85,29490.29,29438.56,29485.42,1609465200,7.28473982,1970-01-01 00:00:01.609465200
29443.61,29447.85,29408.26,29433.49,1609465260,4.83502116,1970-01-01 00:00:01.609465260
29438.16,29475.25,29409.5,29458,1609465320,13.78631233,1970-01-01 00:00:01.609465320
29442.38,29449.28,29402.63,29414.11,1609465380,2.74118948,1970-01-01 00:00:01.609465380
29403.39,29448.57,29384.82,29433.15,1609465440,14.39665000,1970-01-01 00:00:01.609465440
29416.32,29422.65,29379.39,29397.15,1609465500,1.66981122,1970-01-01 00:00:01.609465500
29429.59,29430,29403.81,29410.2,1609465560,8.05742355,1970-01-01 00:00:01.609465560
29434.16,29455.19,29428.09,29439.26,1609465620,7.60755768,1970-01-01 00:00:01.609465620
29420.26,29440.97,29419.12,29434.16,1609465680,3.14365928,1970-01-01 00:00:01.609465680
29459.8,29466.2,29422.24,29435.69,1609465740,1.58941469,1970-01-01 00:00:01.609465740
29437.44,29461.36,29419.98,29461.36,1609465800,11.61667223,1970-01-01 00:00:01.609465800
29447.22,29448.47,29437.43,29437.44,1609465860,5.61288305,1970-01-01 00:00:01.609465860
29412.27,29428.66,29411.73,29423.87,1609465920,5.02620046,1970-01-01 00:00:01.609465920
29452.34,29455.39,29414.61,29424.99,1609465980,3.61632882,1970-01-01 00:00:01.609465980
29453.09,29462.75,29439.25,29453.66,1609466040,2.55367753,1970-01-01 00:00:01.609466040
29459.23,29463.57,29439.6,29439.6,1609466100,3.77812572,1970-01-01 00:00:01.609466100
29430.95,29463.45,29430.95,29445,1609466160,5.46394914,1970-01-01 00:00:01.609466160
29498.51,29498.51,29454.96,29463.57,1609466220,4.20445247,1970-01-01 00:00:01.609466220
29476.93,29508.72,29468.31,29498.31,1609466280,10.97173755,1970-01-01 00:00:01.609466280
29479.12,29491.55,29466.15,29489.63,1609466340,16.89578251,1970-01-01 00:00:01.609466340
29518.58,29535.95,29484.39,29484.39,1609466400,14.23202728,1970-01-01 00:00:01.609466400
29527.72,29530.41,29506.27,29526.11,1609466460,14.65845336,1970-01-01 00:00:01.609466460
29464.99,29527.03,29464.54,29526.21,1609466520,8.03354565,1970-01-01 00:00:01.609466520
29456.74,29474.24,29433.1,29464.99,1609466580,6.98152571,1970-01-01 00:00:01.609466580
29454.8,29465.69,29444.49,29461.05,1609466640,3.92422471,1970-01-01 00:00:01.609466640
29439.16,29459.58,29429.67,29459.58,1609466700,12.11250481,1970-01-01 00:00:01.609466700
29428.04,29448.88,29428.03,29448.88,1609466760,1.34856796,1970-01-01 00:00:01.609466760
29436.66,29436.66,29411.64,29427.66,1609466820,3.47431578,1970-01-01 00:00:01.609466820
29429.44,29439.41,29420.64,29438.69,1609466880,5.41716368,1970-01-01 00:00:01.609466880
29450,29450,29420.78,29420.78,1609466940,1.70711490,1970-01-01 00:00:01.609466940
29441.25,29450,29439.07,29446.25,1609467000,1.75392073,1970-01-01 00:00:01.609467000
29440.74,29443.7,29420.11,29441.26,1609467060,2.21264711,1970-01-01 00:00:01.609467060
29415.67,29442.36,29415.66,29422.59,1609467120,3.74666800,1970-01-01 00:00:01.609467120
29341.44,29428.91,29332.11,29415.68,1609467180,16.29014632,1970-01-01 00:00:01.609467180
29327.81,29390.49,29296.95,29374.41,1609467240,17.57545813,1970-01-01 00:00:01.609467240
29370.5,29396.07,29338.14,29353.67,1609467300,5.81655596,1970-01-01 00:00:01.609467300
29360.26,29395.78,29360.26,29382.2,1609467360,8.61065758,1970-01-01 00:00:01.609467360
29383.61,29385.71,29351.68,29366.81,1609467420,4.43193923,1970-01-01 00:00:01.609467420
29385.6,29399.44,29368.53,29385.7,1609467480,1.79373441,1970-01-01 00:00:01.609467480
29420.51,29420.51,29390.18,29390.18,1609467540,1.39502190,1970-01-01 00:00:01.609467540
29377.43,29418.94,29375.71,29398.82,1609467600,6.52811736,1970-01-01 00:00:01.609467600
29378.35,29407.8,29377.43,29377.43,1609467660,3.96680456,1970-01-01 00:00:01.609467660
29392.79,29407.33,29385.46,29391.38,1609467720,5.70849476,1970-01-01 00:00:01.609467720
29405.78,29416,29392.78,29402.21,1609467780,2.61324056,1970-01-01 00:00:01.609467780
29420.1,29456.59,29415.46,29420.02,1609467840,4.61855369,1970-01-01 00:00:01.609467840
29404.72,29435.74,29382.2,29435.74,1609467900,6.74435697,1970-01-01 00:00:01.609467900
29413.87,29419.51,29390.18,29404.72,1609467960,3.55298023,1970-01-01 00:00:01.609467960
29378.84,29415.92,29378.84,29413.87,1609468020,1.80137577,1970-01-01 00:00:01.609468020
29346.12,29393.9,29346.02,29378.85,1609468080,5.37804482,1970-01-01 00:00:01.609468080
29353,29385.94,29346.96,29347.48,1609468140,1.03260457,1970-01-01 00:00:01.609468140
29276,29369.35,29276,29369.35,1609468200,4.00929272,1970-01-01 00:00:01.609468200
29307,29319.39,29276,29276,1609468260,2.59408066,1970-01-01 00:00:01.609468260
29282,29320,29282,29307,1609468320,5.38811316,1970-01-01 00:00:01.609468320
29287.96,29293.19,29261.84,29281.7,1609468380,8.16111029,1970-01-01 00:00:01.609468380
29286.43,29303.4,29269.82,29287.96,1609468440,2.68896139,1970-01-01 00:00:01.609468440
29314.44,29325,29288.66,29288.67,1609468500,1.62877134,1970-01-01 00:00:01.609468500
29320.77,29320.77,29282.42,29306.73,1609468560,3.26512199,1970-01-01 00:00:01.609468560
29317.91,29329.74,29305.62,29307.35,1609468620,2.85966584,1970-01-01 00:00:01.609468620
29316.45,29321.61,29300,29317.91,1609468680,7.24044911,1970-01-01 00:00:01.609468680
29284.83,29311.53,29277.81,29299.64,1609468740,2.06519522,1970-01-01 00:00:01.609468740
29297.44,29307.58,29286.08,29286.08,1609468800,0.52593980,1970-01-01 00:00:01.609468800
29235.57,29283.73,29189.34,29282.16,1609468860,23.95751003,1970-01-01 00:00:01.609468860
29292.49,29294.11,29259.13,29259.49,1609468920,3.24608269,1970-01-01 00:00:01.609468920
29324.09,29339.34,29285.74,29285.74,1609468980,3.17224817,1970-01-01 00:00:01.609468980
29330.75,29340.41,29314.43,29314.43,1609469040,1.74535492,1970-01-01 00:00:01.609469040
29336.94,29359,29317.2,29317.2,1609469100,2.76222795,1970-01-01 00:00:01.609469100
29337.83,29367.31,29315.89,29346.76,1609469160,4.30642732,1970-01-01 00:00:01.609469160
29325.88,29351.22,29305.55,29329.49,1609469220,3.82437992,1970-01-01 00:00:01.609469220
29358.14,29365.24,29333.96,29333.96,1609469280,1.76478895,1970-01-01 00:00:01.609469280
29393.66,29393.66,29346.16,29346.16,1609469340,8.27265748,1970-01-01 00:00:01.609469340
29368.55,29391.33,29358.93,29391.33,1609469400,2.78878377,1970-01-01 00:00:01.609469400
29328.59,29368.55,29313.78,29368.55,1609469460,1.84593920,1970-01-01 00:00:01.609469460
29325.65,29351.21,29312.41,29328.58,1609469520,2.62730845,1970-01-01 00:00:01.609469520
29287.02,29325.56,29287.02,29314.29,1609469580,0.32888707,1970-01-01 00:00:01.609469580
29247.75,29304.17,29247.75,29303.73,1609469640,2.42215242,1970-01-01 00:00:01.609469640
29247.2,29275.81,29247.2,29247.67,1609469700,1.54735505,1970-01-01 00:00:01.609469700
29261.83,29261.83,29206.85,29247.2,1609469760,2.94369548,1970-01-01 00:00:01.609469760
29263.35,29263.35,29229.42,29239.55,1609469820,2.05166786,1970-01-01 00:00:01.609469820
29240.9,29264.93,29240.9,29249.68,1609469880,2.05221762,1970-01-01 00:00:01.609469880
29249.33,29264.17,29232.06,29232.06,1609469940,0.69548444,1970-01-01 00:00:01.609469940
29278.12,29278.12,29239.33,29249.33,1609470000,2.42958785,1970-01-01 00:00:01.609470000
29285.06,29296.18,29270.66,29283.01,1609470060,1.61175516,1970-01-01 00:00:01.609470060
29279.15,29282.39,29267.76,29268.01,1609470120,1.30421254,1970-01-01 00:00:01.609470120
29293.7,29293.7,29268.64,29279.15,1609470180,2.38655770,1970-01-01 00:00:01.609470180
29313.44,29314.9,29277.88,29293.7,1609470240,8.72447495,1970-01-01 00:00:01.609470240
29312.65,29316.18,29294.49,29294.49,1609470300,1.32957407,1970-01-01 00:00:01.609470300
29317.86,29332.11,29303.2,29312.65,1609470360,17.51998330,1970-01-01 00:00:01.609470360
29311.75,29324.4,29311.75,29315,1609470420,3.33843039,1970-01-01 00:00:01.609470420
29293.7,29320.5,29293.69,29320.5,1609470480,2.14145670,1970-01-01 00:00:01.609470480
29321.88,29329.74,29282.7,29295.34,1609470540,2.26079212,1970-01-01 00:00:01.609470540
29328.86,29340.37,29317.05,29321.89,1609470600,4.52581755,1970-01-01 00:00:01.609470600
29344.12,29367.15,29326.16,29326.16,1609470660,5.47772335,1970-01-01 00:00:01.609470660
29338.21,29355.64,29336.34,29355.63,1609470720,6.38999154,1970-01-01 00:00:01.609470720
29348.13,29348.13,29326.21,29328.81,1609470780,1.62819814,1970-01-01 00:00:01.609470780
29328.1,29340.78,29321.8,29336.17,1609470840,2.20784103,1970-01-01 00:00:01.609470840
29377.2,29377.2,29328.1,29328.1,1609470900,2.21642177,1970-01-01 00:00:01.609470900
29332.27,29381.57,29332.27,29366.44,1609470960,6.53000139,1970-01-01 00:00:01.609470960
29328.1,29376.57,29324.53,29324.53,1609471020,5.49397806,1970-01-01 00:00:01.609471020
29310.13,29333.87,29310.13,29328.93,1609471080,3.10074863,1970-01-01 00:00:01.609471080
29304.59,29324.11,29303.75,29309.44,1609471140,5.90661324,1970-01-01 00:00:01.609471140
29293.82,29308.74,29293.82,29298.19,1609471200,1.60069713,1970-01-01 00:00:01.609471200
29317.63,29317.63,29293.56,29293.82,1609471260,2.23331187,1970-01-01 00:00:01.609471260
29288.07,29317.63,29288.07,29317.63,1609471320,8.83420975,1970-01-01 00:00:01.609471320
29279.03,29302.74,29266.26,29284.81,1609471380,4.32371228,1970-01-01 00:00:01.609471380
29312.2,29312.2,29265.26,29269.42,1609471440,4.76920030,1970-01-01 00:00:01.609471440
29311.48,29333.42,29292.03,29292.03,1609471500,6.46554156,1970-01-01 00:00:01.609471500
29253.49,29303.36,29253.49,29303.36,1609471560,3.04759073,1970-01-01 00:00:01.609471560
29238.28,29261.56,29216.61,29245.64,1609471620,7.66881812,1970-01-01 00:00:01.609471620
29252.48,29271.13,29229.75,29229.75,1609471680,4.18104739,1970-01-01 00:00:01.609471680
29287.23,29287.23,29253.64,29268.61,1609471740,4.59488883,1970-01-01 00:00:01.609471740
29258.19,29271.96,29253.69,29267.57,1609471800,6.85360952,1970-01-01 00:00:01.609471800
29276.04,29279.85,29248.14,29260.51,1609471860,3.17608648,1970-01-01 00:00:01.609471860
29302.79,29312.9,29264.35,29269.14,1609471920,8.75543647,1970-01-01 00:00:01.609471920
29297.97,29329.2,29297.73,29309.65,1609471980,5.80216614,1970-01-01 00:00:01.609471980
29291.1,29310.68,29289.17,29297.73,1609472040,4.40668944,1970-01-01 00:00:01.609472040
29309.8,29309.8,29286.87,29286.87,1609472100,5.00178419,1970-01-01 00:00:01.609472100
29328.44,29329.74,29309.8,29309.8,1609472160,6.66092024,1970-01-01 00:00:01.609472160
29325.53,29341.16,29324.07,29326.06,1609472220,1.12271948,1970-01-01 00:00:01.609472220
29293.67,29326.05,29293.67,29325.7,1609472280,3.02501317,1970-01-01 00:00:01.609472280
29304.17,29317.37,29298.2,29299.66,1609472340,4.26358327,1970-01-01 00:00:01.609472340
29399.99,29399.99,29307.36,29314.62,1609472400,5.83330301,1970-01-01 00:00:01.609472400
29400.4,29414.48,29384.03,29400,1609472460,10.75242262,1970-01-01 00:00:01.609472460
29372.83,29390.64,29356.87,29382.99,1609472520,6.30806623,1970-01-01 00:00:01.609472520
29358.77,29382.64,29358.77,29358.82,1609472580,3.94067374,1970-01-01 00:00:01.609472580
29351.18,29356.17,29336.65,29349.73,1609472640,2.28400245,1970-01-01 00:00:01.609472640
29338.78,29351.18,29336.79,29351.18,1609472700,1.28360864,1970-01-01 00:00:01.609472700
29338.42,29355.99,29324.24,29343.56,1609472760,9.60764451,1970-01-01 00:00:01.609472760
29333.62,29347.75,29332.79,29339.48,1609472820,1.00922484,1970-01-01 00:00:01.609472820
29359.05,29371.76,29343.91,29347.75,1609472880,2.03708462,1970-01-01 00:00:01.609472880
29345.31,29360.24,29331.17,29356.52,1609472940,3.89071472,1970-01-01 00:00:01.609472940
29317.79,29337.15,29316.13,29337.15,1609473000,9.28412312,1970-01-01 00:00:01.609473000
29317.94,29335.34,29304.78,29317.54,1609473060,4.91375130,1970-01-01 00:00:01.609473060
29331.28,29360.06,29317.94,29317.94,1609473120,3.97145037,1970-01-01 00:00:01.609473120
29355.1,29378.83,29331.28,29331.28,1609473180,9.90496105,1970-01-01 00:00:01.609473180
29388.76,29388.76,29346.85,29346.85,1609473240,1.62659511,1970-01-01 00:00:01.609473240
29377.33,29387.3,29363.83,29387.3,1609473300,5.65304002,1970-01-01 00:00:01.609473300
29389.07,29389.07,29371.44,29377.33,1609473360,1.63877486,1970-01-01 00:00:01.609473360
29376.96,29392.57,29371.44,29389.07,1609473420,9.11013189,1970-01-01 00:00:01.609473420
29364,29377.77,29350.97,29372.99,1609473480,5.11263630,1970-01-01 00:00:01.609473480
29345.63,29364,29345.63,29351.27,1609473540,2.67317233,1970-01-01 00:00:01.609473540
29386.34,29399.81,29351.85,29351.85,1609473600,5.10856714,1970-01-01 00:00:01.609473600
29407.51,29413.04,29363.28,29386.44,1609473660,5.86116360,1970-01-01 00:00:01.609473660
29389.98,29407.51,29379.4,29407.51,1609473720,3.98243134,1970-01-01 00:00:01.609473720
29379.9,29389.99,29355.67,29382.4,1609473780,5.20917569,1970-01-01 00:00:01.609473780
29370.17,29386.54,29366.09,29386.54,1609473840,1.08672296,1970-01-01 00:00:01.609473840
29365.83,29374.99,29347.17,29364.63,1609473900,2.39908323,1970-01-01 00:00:01.609473900
29373.83,29381.56,29363.59,29365.83,1609473960,4.14813402,1970-01-01 00:00:01.609473960
29387.52,29400,29353.35,29367.83,1609474020,5.08314936,1970-01-01 00:00:01.609474020
29376.26,29399.96,29375.42,29399.94,1609474080,9.77676839,1970-01-01 00:00:01.609474080
29372.98,29387.27,29369.42,29376.9,1609474140,0.45091678,1970-01-01 00:00:01.609474140
29392.99,29405.28,29372.95,29380.13,1609474200,6.04172335,1970-01-01 00:00:01.609474200
29386.75,29403.65,29380.19,29403.65,1609474260,4.86757432,1970-01-01 00:00:01.609474260
29370.78,29387.83,29364.24,29387.83,1609474320,6.29207991,1970-01-01 00:00:01.609474320
29384.28,29391.39,29360.82,29360.82,1609474380,0.92298188,1970-01-01 00:00:01.609474380
29348.2,29385,29348.2,29379.95,1609474440,6.13643352,1970-01-01 00:00:01.609474440
29413.65,29422.82,29358.26,29358.26,1609474500,2.05992214,1970-01-01 00:00:01.609474500
29430.09,29437.83,29410.98,29410.98,1609474560,13.22563420,1970-01-01 00:00:01.609474560
29415.45,29455.06,29412.5,29444.87,1609474620,11.11415279,1970-01-01 00:00:01.609474620
29432.68,29438.71,29416.95,29419.75,1609474680,1.74720452,1970-01-01 00:00:01.609474680
29441.33,29441.33,29424.55,29436.24,1609474740,0.84955479,1970-01-01 00:00:01.609474740
29426.39,29441.33,29395.24,29441.33,1609474800,10.73761823,1970-01-01 00:00:01.609474800
29412.12,29424.62,29404.69,29420.3,1609474860,5.25731507,1970-01-01 00:00:01.609474860
29439.05,29447.86,29420.49,29420.49,1609474920,12.10320535,1970-01-01 00:00:01.609474920
29402.34,29439.05,29402.34,29439.05,1609474980,8.07725228,1970-01-01 00:00:01.609474980
29431.68,29431.68,29392.85,29404.78,1609475040,8.36604134,1970-01-01 00:00:01.609475040
29429.38,29443.63,29410.96,29424.2,1609475100,2.57048542,1970-01-01 00:00:01.609475100
29433.95,29447.62,29423.72,29429.38,1609475160,2.90293574,1970-01-01 00:00:01.609475160
29420.36,29446.62,29420.36,29433.95,1609475220,4.37632920,1970-01-01 00:00:01.609475220
29433.18,29442.74,29421.39,29428.04,1609475280,0.93529845,1970-01-01 00:00:01.609475280
29406.81,29438.37,29394.94,29433.18,1609475340,7.50945451,1970-01-01 00:00:01.609475340
29416.62,29458.27,29409.76,29409.76,1609475400,4.97955923,1970-01-01 00:00:01.609475400
29358.35,29443.41,29358.35,29418.45,1609475460,6.24096325,1970-01-01 00:00:01.609475460
29371.59,29398.65,29369.68,29385.1,1609475520,2.23128899,1970-01-01 00:00:01.609475520
29310.8,29379.19,29290.54,29371.59,1609475580,10.00886410,1970-01-01 00:00:01.609475580
29314.05,29333.55,29293.48,29293.48,1609475640,2.95300454,1970-01-01 00:00:01.609475640
29295.83,29329.87,29293.5,29320.54,1609475700,6.33918892,1970-01-01 00:00:01.609475700
29293.28,29316.69,29293.28,29311.12,1609475760,3.21731120,1970-01-01 00:00:01.609475760
29296.15,29324.6,29267.8,29293.28,1609475820,9.11493829,1970-01-01 00:00:01.609475820
29267.69,29282.52,29261.85,29281.06,1609475880,2.50378242,1970-01-01 00:00:01.609475880
29269.51,29284.66,29262.62,29271.77,1609475940,3.88232948,1970-01-01 00:00:01.609475940
29260,29272.85,29260,29269.76,1609476000,13.20598447,1970-01-01 00:00:01.609476000
29191.74,29260.34,29191.74,29260.07,1609476060,16.04772707,1970-01-01 00:00:01.609476060
29224.97,29237.02,29121.8,29191.74,1609476120,17.70489704,1970-01-01 00:00:01.609476120
29243.92,29243.92,29198.4,29240.55,1609476180,6.41814707,1970-01-01 00:00:01.609476180
29252.53,29254.39,29236.67,29254.39,1609476240,1.80621840,1970-01-01 00:00:01.609476240
29252.92,29268.39,29244.12,29245.67,1609476300,5.96310532,1970-01-01 00:00:01.609476300
29257.08,29277.01,29252.96,29268.62,1609476360,5.10721639,1970-01-01 00:00:01.609476360
29288.41,29288.41,29252.86,29262.35,1609476420,1.93476753,1970-01-01 00:00:01.609476420
29268.4,29288.48,29267.44,29285.2,1609476480,2.71623900,1970-01-01 00:00:01.609476480
29255.22,29268.4,29241.72,29268.4,1609476540,12.34615391,1970-01-01 00:00:01.609476540
29288.05,29288.05,29267.57,29267.57,1609476600,1.09684546,1970-01-01 00:00:01.609476600
29272.25,29290.96,29270.34,29288.05,1609476660,4.66856693,1970-01-01 00:00:01.609476660
29284.89,29290.79,29276.29,29290.79,1609476720,2.40874844,1970-01-01 00:00:01.609476720
